Gene names	Transcript names
Ltf	NM_001106864
Ccrl2	NM_001108191
Lrrfip2	NM_001024761
Mlh1	NM_031053
Epm2aip1	NM_001271384
Trank1	NM_001191799
Dclk3	NM_001191800
Arpp21	NM_001135045
	NR_031874
Arpp21	NM_001135046
Pdcd6ip	NM_001029910
Clasp2	NM_053722
Ubp1	NM_001191819
Crtap	NM_001108785
Crtap	NM_001108785_1
Glb1	NM_001108192
Ccr4	NM_133532
Trim71	NM_001191801
Cnot10	NM_001007003
Dync1li1	NM_145772
Cmtm6	NM_001007802
Cmtm7	NM_001109300
Cmtm8	NM_198754
Gpd1l	NM_001191885
Stt3b	NM_001170539
Tgfbr2	NM_031132
Azi2	NM_001025705
Cmc1	NM_001199225
Cmc1	NM_001135259
Ctdspl	NM_001106865
Golga4	NM_001191080
	NR_031830
Vill	NM_001191617
Plcd1	NM_017035
Acaa1b	NM_001040019
Slc22a14	NM_001108193
Slc22a13	NM_001126285
Oxsr1	NM_001108194
Myd88	NM_198130
Acaa1a	NM_012489
Xylb	NM_001033704
Acvr2b	NM_031554
Exog	NM_001106866
Scn5a	NM_001160162
Scn5a	NM_013125
Scn10a	NM_017247
Scn11a	NM_019265
Wdr48	NM_001135895
Gorasp1	NM_019385
Csrnp1	NM_001108786
Cx3cr1	NM_133534
Slc25a38	NM_001030032
Rpsa	NM_017138
Mobp	NM_012720
Myrip	NM_182844
Eif1b	NM_001106867
Entpd3	NM_178106
Rpl14	NM_022949
Ctnnb1	NM_053357
Trak1	NM_001134565
Cck	NM_012829
Lyzl4	NM_001246183
Vipr1	NM_012685
Klhl40	NM_001108195
Hhatl	NM_001106868
Higd1a	NM_080902
Ackr2	NM_078621
Cyp8b1	NM_031241
Pomgnt2	NM_001009437
Snrk	NM_138833
Abhd5	NM_212524
	NR_031885
Tcaim	NM_001110838
Zfp445	NM_001191802
Zfp167	NM_001170577
Zfp105	NM_001012128
LOC367195	NM_001047920
RGD1311745	NM_001008329
Kif15	NM_181635
Tmem42	NM_001191886
Tgm4	NM_022713
Zdhhc3	NM_001039014
Exosc7	NM_001100725
Cdcp1	NM_001106869
Tmem158	NM_057212
Lars2	NM_001108787
Limd1	NM_001112737
Sacm1l	NM_053798
Slc6a20	NM_133296
Lztfl1	NM_001024266
Ccr9	NM_172329
Fyco1	NM_001106870
Cxcr6	NM_001102587
Xcr1	NM_001106871
Ccr1	NM_020542
Ccr3	NM_053958
Ccr1l1	NM_001106872
Ccr5	NM_053960
Efhb	NM_001106879
Tbc1d5	NM_001134762
Plcl2	NM_001106880
Satb1	NM_001012129
Kcnh8	NM_145095
Sult1c2a	NM_001013177
LOC301165	NM_001025662_1
Sult1c2	NM_133547
LOC301165	NM_001025662
Sult1c3	NM_031732
Slc5a7	NM_053521
St6gal2	NM_001100888
Vom2r76	NM_001099505
Vom2r77	NM_001099519
Emr4	NM_001007558
MGC116197	NM_001025755
Vom2r79	NM_001099504
Adgre1	NM_001007557
Vav1	NM_012759
Trip10	NM_053920
Gpr108	NM_199399
C3	NM_016994
Tnfsf14	NM_001191803
Cd70	NM_001106878
Brcc3	NM_001127300
Tnfsf9	NM_181384
Tubb4a	NM_080882
Dennd1c	NM_001126289
Crb3	NM_001025661
Slc25a23	NM_001106873
Slc25a41	NM_001106874
Khsrp	NM_133602
Gtf2f1	NM_001007711
Pspn	NM_013014
Alkbh7	NM_001109384
Acer1	NM_001106875
Mllt1	NM_001106876
LOC316124	NM_001134566
Acsbg2	NM_001080096
Rfx2	NM_001106877
Prr22	NM_001126375
Dus3l	NM_001034923
Nrtn	NM_053399
Ndufa11	NM_212517
Vmac	NM_001001720
Catsperd	NM_001134984
Lonp1	NM_133404
Rpl36	NM_022504
LOC301124	NM_001134533
Safb	NM_022394
Safb2	NM_001303144
	NR_130129
Znrf4	NM_001024878
Ptprs	NM_019140
Kdm4b	NM_001044236
Uhrf1	NM_001008882
Arrdc5	NM_001109408
Fem1a	NM_001025706
	NR_031810
Dpp9	NM_001305241
Sema6b	NM_053471
Lrg1	NM_001009717
Plin5	NM_001134637
Hdgfrp2	NM_133548
Ubxn6	NM_001108812
Sh3gl1	NM_031239
Mpnd	NM_001085406
Stap2	NM_001025026
Fsd1	NM_001106918
Shd	NM_001108223
Ccdc94	NM_001109673
Ebi3	NM_001109421
Uxs1	NM_139336
Dazl	NM_001109414
Rftn1	NM_001135011
Mocs1	NM_001106881
Lrfn2	NM_001039699
Unc5cl	NM_001106882
Apobec2	NM_001106883
Oard1	NM_001134596
Nfya	NM_012865
Treml1	NM_001192001
Trem2	NM_001106884
Trem3	NM_001191581
Trem1	NM_001106885
RGD1565959	NM_001106886
Foxp4	NM_001108788
Mdfi	NM_001109301
Tfeb	NM_001025707
Pgc	NM_133284
Frs3	NM_001017382
Usp49	NM_001136470
Med20	NM_001013178
Med20	NM_001277367
Bysl	NM_182674
Ccnd3	NM_012766
Taf8	NM_001108197
Guca1a	NM_001106887
Guca1b	NM_001108198
Mrps10	NM_001008859
Trerf1	NM_001108199
Ubr2	NM_001178071
Prph2	NM_013021
Tbcc	NM_001108200
Gltscr1l	NM_001106888
Cnpy3	NM_001134710
Gnmt	NM_017084
Pex6	NM_057125
Mea1	NM_001044286
Klhdc3	NM_001012203
Mrpl2	NM_001034136
Klc4	NM_001009601
Ptk7	NM_001106889
Srf	NM_001109302
Cul9	NM_001191582
Rps19	NM_001037346
Dmrtc2	NM_001109140
Lypd4	NM_001110295_1
Dnph1	NM_133525
Ttbk1	NM_001271230
Slc22a7	NM_053537
Crip3	NM_001109303
Abcc10	NM_001108201
Dlk2	NM_001108202
Tjap1	NM_001108203
Lrrc73	NM_001024360
Yipf3	NM_001007801
Polr1c	NM_001008330
Xpo5	NM_001108789
Polh	NM_001108204
Gtpbp2	NM_001013225
Mad2l1bp	NM_001009699
Rsph9	NM_001108205
Mrps18a	NM_198756
Vegfa	NM_001110334
Vegfa	NM_001110333
	NR_105011
Vegfa	NM_001287108
Vegfa	NM_001287107
Vegfa	NM_001287111
Vegfa	NM_001287110
Vegfa	NM_031836
Vegfa	NM_001287112
Vegfa	NM_001287113
Vegfa	NM_001287114
Vegfa	NM_001110335
Vegfa	NM_001110336
Mrpl14	NM_001106890
Mrpl14	NM_001271131
Capn11	NM_001002806
Slc29a1	NM_031684
Hsp90ab1	NM_001004082
Slc35b2	NM_001037215
Nfkbie	NM_199111
Tmem151b	NM_001191804
Tcte1	NM_001108206
Aars2	NM_001106891
Spats1	NM_181376
Cdc5l	NM_053527
Znrd1-as1	NM_001109479
Runx2	NM_001278483
Runx2	NM_001278484
Clic5	NM_053603
Enpp4	NM_001106892
Enpp5	NM_001012744
Rcan2	NM_175578
Cyp39a1	NM_001106893
Slc25a27	NM_053500
Tdrd6	NM_001191583
Pla2g7	NM_001009353
Mep1a	NM_013143
Adgrf5	NM_139110
Tpi1	NM_022922_1
Spsb2	NM_001009660_1
Lrrc23	NM_001013165_1
Eno2	NM_139325_1
Atn1	NM_017228_1
Grcc10	NM_001198725_1
Tnfrsf21	NM_001108207
Cd2ap	NM_181475
Opn5	NM_181772
Cenpq	NM_001014215
Glyatl3	NM_001145062
LOC688459	NM_001109502
Rhag	NM_023022
Crisp2	NM_001011710
Crisp1	NM_022859
Pgk2	NM_001012130
Crisp4	NM_001039393
Defb49	NM_001037527
Defb18	NM_001037530
	NR_002707
Defb17	NM_001037534
Tfap2d	NM_001106895
Tfap2b	NM_001106896
	NR_031921
	NR_032117
Il17a	NM_001106897
Il17f	NM_001015011
Mcm3	NM_001191805
Paqr8	NM_001014099
Efhc1	NM_001122947
Tmem14a	NM_001108790
Gsta3	NM_001159739
Gsta3	NM_001287025
Gsta3	NM_001009920
Gsta1	NM_031509
LOC501110	NM_001024361
Kcnq5	NM_001134643
Rims1	NM_052829
RGD1309049	NM_001013956
	NR_031843
	NR_031844
Ogfrl1	NM_001025708
B3gat2	NM_022609
Fam135a	NM_001134597
Col9a1	NM_001100842
Lmbrd1	NM_139189
Adgrb3	NM_001106898
Phf3	NM_001108791
Ptp4a1	NM_031579
Lgsn	NM_181383
Myot	NM_001106148_2
Imp4	NM_001009700
Ccdc115	NM_001108793
Bend6	NM_001108792
Zfp451	NM_001033705
Bag2	NM_001128195
Rab23	NM_001109005
Prim2	NM_001024762
Khdrbs2	NM_133318
Ptpn18	NM_001013111
Prss39	NM_001013226
Cfc1	NM_001109304
Prss40	NM_001108209
Fam168b	NM_001271134
Plekhb2	NM_001106899
Hs6st1	NM_001108210
Uggt1	NM_133596
Neurl3	NM_001014100
Arid5a	NM_001034934
Kansl3	NM_001034835
Lman2l	NM_001106900
Cnnm4	NM_001271050
Cnnm3	NM_001106901
Ankrd23	NM_001108211
Ankrd39	NM_001135014
Sema4c	NM_001106902
Fam178b	NM_001122658
Cox5b	NM_053586
Actr1b	NM_001039028
Zap70	NM_001012002
Cnga3	NM_053495
Inpp4a	NM_031002
Coa5	NM_001195488
Unc50	NM_138919
Mgat4a	NM_001160155
Mgat4a	NM_001012225
Tsga10	NM_001030022
Lipt1	NM_001108212
Mitd1	NM_001009714
Mrpl30	NM_001106903
Lyg1	NM_001098838
Mrpl30	NM_001106903_1
Lyg1	NM_001098838_1
Txndc9	NM_172032
Eif5b	NM_001110141
Rev1	NM_001108213
Aff3	NM_001191887
Chst10	NM_080397
NMS	NM_001012233
Pdcl3	NM_001025709
Npas2	NM_001108214
Rpl31	NM_022506
Tbc1d8	NM_001191067
Cnot11	NM_001108794
Map4k4	NM_001106904
Il1r2	NM_053953
Il1r1	NM_013123
Il1rl2	NM_133575
Il1rl1	NM_001127689
Il1rl1	NM_013037
Il18r1	NM_001106905
Slc9a4	NM_173098
Slc9a2	NM_001113335
Slc9a2	NM_012653
Mfsd9	NM_001108215
Tmem182	NM_001109305
	NR_131082
Pou3f3	NM_138837
Mrps9	NM_001100549
Gpr45	NM_001106906
Tgfbrap1	NM_001106907
RGD1310553	NM_001008517
Fhl2	NM_031677
Nck2	NM_001108216
RGD1305645	NM_001271051
Tpp2	NM_031137
Mettl21c	NM_001106908
Tex30	NM_001106909
Kdelc1	NM_001277228
Bivm	NM_001305447
Gulp1	NM_001013171
Col3a1	NM_032085
Col5a2	NM_053488
Vom1r50	NM_001008918
Wdr75	NM_001047889
Slc40a1	NM_133315
Asnsd1	NM_001106763
Ormdl1	NM_001134704
Osgepl1	NM_001024787
Pms1	NM_001009535
Mstn	NM_019151
Hibch	NM_001013112
Inpp1	NM_001012131
Mfsd6	NM_001106911
Nemp2	NM_001134642
Nab1	NM_022856
Gls	NM_012569
Gls	NM_001109968
Stat1	NM_032612
Stat1	NM_001034164
Stat4	NM_001012226
Myo1b	NM_053986
Nabp1	NM_001014216
Sdpr	NM_001007712
Tmeff2	NM_001108795
Slc39a10	NM_001108796
Stk17b	NM_133392
Hecw2	NM_001108218
Ccdc150	NM_001191806
Gtf3c3	NM_001108239
Pgap1	NM_201990
Ankrd44	NM_001191807
Sf3b1	NM_053426
Coq10b	NM_001009671
Hspd1	NM_022229
Hspe1	NM_012966
Mob4	NM_133528
Boll	NM_001113370
Plcl1	NM_053456
Hsfy2	NM_001012132
Satb2	NM_001109306
RGD1306941	NM_001108219
Tyw5	NM_001170473
	NR_033170
MGC94335	NM_001004251
Boll	NM_001113370_1
Spats2l	NM_001014102
Kctd18	NM_001106914
Sgol2	NM_001271191
Aox1	NM_019363
Aox3	NM_001008527
Aox4	NM_001008523
Aox2	NM_001008522
Bzw1	NM_198789
Clk1	NM_001106913
Ppil3	NM_175707
Nif3l1	NM_001024763
Orc2	NM_001012003
Fam126b	NM_001025710
Ndufb3	NM_001106912
Cflar	NM_001033864
Cflar	NM_057138
Casp8	NM_022277
Als2cr12	NM_001014101
Trak2	NM_133560
Stradb	NM_001109307
Als2cr11	NM_001024363
Tmem237	NM_001108220
Mpp4	NM_021265
Als2	NM_001013413
LOC100360552	NM_001271185
Sumo1	NM_001009672
Nop58	NM_021754
Bmpr2	NM_080407
Fam117b	NM_001108797
Ica1l	NM_199400
Wdr12	NM_199410
Carf	NM_001106915
Cyp20a1	NM_199401
Abi2	NM_173143
Raph1	NM_001108798
Cd28	NM_013121
Ctla4	NM_031674
Icos	NM_022610
Pard3b	NM_001191808
Nrp2	NM_030869
Ino80d	NM_001191809
Ndufs1	NM_001005550
Eef1b2	NM_001108799
Gpr1	NM_012961
Adam23	NM_001029899
Mdh1b	NM_001108221
Fastkd2	NM_001009673
Klf7	NM_001108800
Creb1	NM_031017
Creb1	NM_134443
Fzd5	NM_173838
Cryge	NM_173289
Crygd	NM_033095
Crygc	NM_033483
Crygc	NM_001081660
Crygb	NM_001109875
Cryga	NM_001080936
Idh1	NM_031510
Pth2r	NM_031089
Crygf	NM_001109557
Map2	NM_013066
Rpe	NM_001033903
Acadl	NM_012819
Myl1	NM_001077656
Myl1	NM_020104
Lancl1	NM_053723
Cps1	NM_017072
Erbb4	NM_021687
Ikzf2	NM_001106916
Spag16	NM_001134728
Vwc2l	NM_001109308
Bard1	NM_022622
Atic	NM_031014
Fn1	NM_019143
Mreg	NM_001192002
Pecr	NM_133299
Tmem169	NM_001109574
Xrcc5	NM_177419
Smarcal1	NM_001108222
Rpl37a	NM_001108801
Rpl37a	NM_001205318
	NR_038113
Igfbp2	NM_013122
Igfbp5	NM_012817
Tnp1	NM_017056
	NR_110640
	NR_110638
	NR_110636
	NR_110642
	NR_110641
	NR_110637
	NR_110639
Tns1	NM_001191810
Cxcr2	NM_017183
Cxcr1	NM_019310
Arpc2	NM_001106919
Gpbar1	NM_177936
Aamp	NM_001106920
Pnkd	NM_001134753
Pnkd	NM_001134750
Tmbim1	NM_001007713
Pnkd	NM_001134751
Slc11a1	NM_001031658
Ctdsp1	NM_001128079
	NR_031831
Vil1	NM_001108224
Rqcd1	NM_001009357
Plcd4	NM_080688
Zfp142	NM_001108225
Bcs1l	NM_001007666
Rnf25	NM_001012004
Stk36	NM_001173986
Cyp27a1	NM_178847
Prkag3	NM_001106921
Wnt6	NM_001108226
Wnt10a	NM_001108227
Cdk5r2	NM_001109309
Fev	NM_144753
Cryba2	NM_173140
	NR_032271
Ihh	NM_053384
Nhej1	NM_001014217
Slc23a3	NM_001109006
Cnppd1	NM_199112
Fam134a	NM_001100760
Zfand2b	NM_001025745
Abcb6	NM_080582
Atg9a	NM_001014218
Ankzf1	NM_001014219
Glb1l	NM_001127529
Stk16	NM_173142
Tuba4a	NM_001007004
Dnajb2	NM_001109541
Ptprn	NM_053881
Resp18	NM_019278
Dnpep	NM_001024879
Des	NM_022531
Speg	NM_001108802
Speg	NM_012905
Gmppa	NM_001025056
Asic4	NM_022234
Chpf	NM_001005906
Inha	NM_012590
Stk11ip	NM_001106922
Slc4a3	NM_017049
Epha4	NM_001162411
Pax3	NM_053710
Sgpp2	NM_001191811
Farsb	NM_001004252
Mogat1	NM_001108803
Acsl3	NM_057107
Kcne4	NM_212526
Hdac1l	NM_053446
Scg2	NM_022669
Ap1s3	NM_001172150
Wdfy1	NM_001008331
Mrpl44	NM_001031650
Serpine2	NM_019197
Cul3	NM_001106923
Irs1	NM_012969
Rhbdd1	NM_001024891
Col4a4	NM_001008332
Col4a3	NM_001135759
Mff	NM_001271284_1
Mff	NM_001039015
Mff	NM_001276401
Tm4sf20	NM_001109618
Agfg1	NM_001135596
Slc19a3	NM_001108228
Ccl20	NM_019233
Daw1	NM_001025025
Sphkap	NM_001127492
Mff	NM_001039015_1
Mff	NM_001276401_1
Mff	NM_001271284
Pid1	NM_001110493
Trip12	NM_001031659
Fbxo36	NM_001108804
Slc16a14	NM_001108229
Sp110	NM_001034137
Sp140	NM_001012133
Sp100	NM_001014220
Cab39	NM_001106924
Itm2c	NM_001009674
Spata3	NM_001108805
Psmd1	NM_031978
Htr2b	NM_017250
Armc9	NM_001109663
B3gnt7	NM_001012134
Ncl	NM_012749
Nmur1	NM_023100
LOC501180	NM_001024364
Ptma	NM_021740
Pde6d	NM_001108806
Cops7b	NM_001108807
Nppc	NM_053750
Dis3l2	NM_001172159
Dis3l2	NM_001109007
Alpi	NM_022665
Akp3	NM_022680
Ecel1	NM_021776
Chrnd	NM_019298
Chrng	NM_019145
Eif4e2	NM_001108808
Efhd1	NM_001109310
Kcnj13	NM_053608
RGD1311447	NM_001134587
Ngef	NM_001136241
Neu2	NM_017130
Inpp5d	NM_019311
Atg16l1	NM_001108809
Sag	NM_013023
Usp40	NM_001134885
Ugt1a9	NM_201425
Ugt1a8	NM_175846
Ugt1a7c	NM_130407
Ugt1a6	NM_001039691
Ugt1a6	NM_057105
Ugt1a5	NM_001039549
Ugt1a3	NM_201424
Ugt1a2	NM_201423
Dnajb3	NM_001109396
Ugt1a1	NM_012683
Hjurp	NM_001191813
Trpm8	NM_134371
Spp2	NM_053577
Arl4c	NM_001306054
Sh3bp4	NM_022693
Agap1	NM_001108230
Gbx2	NM_053708
Asb18	NM_001108231
Ackr3	NM_053352
Cops8	NM_001013227
Mlph	NM_001012135
Prlh	NM_022222
Rab17	NM_001109363
Lrrfip1	NM_001014269
Ramp1	NM_031645
Ube2f	NM_001008381
Scly	NM_001007755
Espnl	NM_001191812
Ilkap	NM_022606
	NR_131101
Hes6	NM_001013179
Per2	NM_031678
Traf3ip1	NM_001012204
Asb1	NM_001108232
Twist2	NM_021691
Hdac4	NM_053449
Ppp1r7	NM_001009825
Ndufa10	NM_199495
Olr1343	NM_001001088
Olr1344	NM_001000483
Olr1345	NM_001000753
Olr1346	NM_001000520
Olr1347	NM_001001121
Olr1349	NM_001000484
Olr1350	NM_001000752
Olr1351	NM_001000751
Olr1352	NM_001000953
Olr1353	NM_001000750
Myeov2	NM_001109044
Otos	NM_139188
Gpc1	NM_030828
	NR_128668
Rnpepl1	NM_001271177
Capn10	NM_031673
Gpr35	NM_001037359
Aqp12a	NM_001109009
Agxt	NM_001276706
Agxt	NM_030656
Agxt	NM_001270659
RGD1563692	NM_001109311
Sned1	NM_001167842
Mterfd2	NM_001037209
Pask	NM_001009362
Ano7	NM_001004071
Hdlbp	NM_172039
Sept2	NM_057148
LOC100362040	NM_001177817
Farp2	NM_001108233
Stk25	NM_184049
Bok	NM_017312
Thap4	NM_001005564
Atg4b	NM_001025711
Dtymk	NM_001106925
Ing5	NM_001108810
D2hgdh	NM_001106926
Neu4	NM_001108234
Pdcd1	NM_001106927_1
Chchd2	NM_001015019
Vom1r33	NM_001008942
Vom1r39	NM_001167551
Vom1r64	NM_001167554
Olr178	NM_001000179
Neu4	NM_001108234_1
Pdcd1	NM_001106927
Chchd2	NM_001015019_1
Fam174a	NM_001012350
St8sia4	NM_053914
Slco4c1	NM_001002024
Slco6b1	NM_133412
Slco6c1	NM_173338
Slco6d1	NM_001014270
Nudt12	NM_001109010
Efna5	NM_053903
Fbxl17	NM_001108235
Pam	NM_013000
Gin1	NM_001025012
Ppip5k2	NM_001025775
RGD1562136	NM_001109086
Fer	NM_001106928
Pja2	NM_138896
Pja2	NM_001277278
Man2a1	NM_012979
Tmem232	NM_001270390
Vapa	NM_031631
Txndc2	NM_001146004
Txndc2	NM_001005559
Rab31	NM_145094
Ppp4r1	NM_080907
Ralbp1	NM_032067
Ankrd12	NM_001108238
Twsg1	NM_001108811
Ndufv2	NM_031064
Wash1	NM_001127390
Map3k7	NM_001107920
Rab12	NM_013017
Ptprm	NM_001168632
Lama1	NM_001108237
Arhgap28	NM_001191815
Tmem200c	NM_001251926
RGD1559714	NM_001100996
Epb41l3	NM_053927
Zfp161	NM_172325
Tas2r143	NM_001025061_1
Dlgap1	NM_022946
Dlgap1	NM_001304287
Tgif1	NM_001015020
Myl12b	NM_017343
Myl12a	NM_001135017
Myom1	NM_001191584
Lpin2	NM_001108236
Ndc80	NM_001126270
Mettl4	NM_001191814
Adcyap1	NM_016989
Yes1	NM_033298
Tyms	NM_019179
Clul1	NM_001033071
Vom2r8	NM_001099464
Olr307	NM_001000241
Olr128	NM_001000159_1
LOC689064	NM_001111269_1
Hbb-b1	NM_198776_1
Olr1657	NM_001000536
Vpreb3	NM_001108930_1
Chchd10	NM_001007008_1
Mmp11	NM_012980_1
Smarcb1	NM_001025728
Derl3	NM_001109577_1
Mif	NM_031051_1
Zfp280b	NM_001106384_1
Pex12	NM_053921
Ube2b	NM_031138_1
Cdkl3	NM_021772
Ppp2ca	NM_017039_1
Tnks2	NM_001107607
Pigm	NM_024144_1
Nudcd3	NM_001103362
Rnase6	NM_206815_1
Rnase1	NM_001029904
Ang2	NM_001012359_1
Rnase1l2	NM_001025116_1
Olr168	NM_001000174
Olr170	NM_001000175
Olr171	NM_001000176
Olr172	NM_001000177
Olr174	NM_001001028
Olr175	NM_001001029
Olr176	NM_001000178
Vom1r1	NM_001009514
Rasl10b	NM_001191648_1
Gas2l2	NM_001105823
Mmp28	NM_001079888
Isoc1	NM_001014242_1
Eps8l3	NM_001106463_1
Gstm5	NM_172038_1
Olr905	NM_001001355_2
Svs4	NM_012662_1
Svs3a	NM_001007605_2
Svs6	NM_001102403
Svs5	NM_133516_1
Slpil2	NM_001008872_1
Vom1r74	NM_001008911_1
Vom1r75	NM_001008972_1
Pga5	NM_021753_1
Vps37c	NM_001107463_1
Olr1751	NM_001000492
Olr1051	NM_001001364
Vom1r31	NM_001008969
Olr329	NM_001000251
Rhox9	NM_001024874
Olr327	NM_001000249
Htr7	NM_022938_1
Spaca5	NM_001108058
Uxt	NM_001006982
Elk1	NM_001108059
Cfp	NM_001106757
Syn1	NM_001110782
Syn1	NM_019133
Timp1	NM_053819
Araf	NM_022532
Araf	NM_001033663
Usp11	NM_001008861
Cdk16	NM_031077
Cdk16	NM_001004132
Uba1	NM_001014080
Rbm10	NM_152861
Ndufb11	NM_001106756
Rgn	NM_031546
Jade3	NM_001271265
Rp2	NM_001109012
Slc9a7	NM_001108242
Chst7	NM_207600
	NR_031935
	NR_031934
Dusp21	NM_001106971
Fundc1	NM_001025027
Efhc2	NM_001106952
Ndp	NM_001108814
Maob	NM_013198
Maoa	NM_033653
Ndp	NM_001108814_1
Cask	NM_022184
Gpr34	NM_001024925
Nyx	NM_001100967
Ddx3x	NM_001108246
Usp9x	NM_001135923
Usp9x	NM_001135893
Ube2q2l	NM_001135997
LOC307727	NM_001047882
Med14	NM_001191727
RGD1565685	NM_001126286
RGD1563528	NM_001109365
Atp6ap2	NM_001007091
Bcor	NM_001191586
Mid1ip1	NM_206950
Tspan7	NM_001108815
RGD1561661	NM_001106954
Otc	NM_013078
Hypm	NM_001134598
Sytl5	NM_178333
Srpx	NM_022524
Lancl3	NM_001191728
Xk	NM_001012227
Cybb	NM_023965
Dynlt3	NM_001013228
LOC691895	NM_001110367
LOC102552805	NM_001301646
Slc38a5	NM_138854
Porcn	NM_001173355
Ebp	NM_057137
Tbc1d25	NM_001106955
Rbm3	NM_053696
Wdr13	NM_001108247
Was	NM_001108248
Suv39h1	NM_001106956
Glod5	NM_001106957
Gata1	NM_012764_1
Eras	NM_001109375
Pcsk1n	NM_019279
Timm17b	NM_001108249_1
Gata1	NM_012764
Eras	NM_001109375_1
Pcsk1n	NM_019279_1
Timm17b	NM_001108249
Pqbp1	NM_001013957
Slc35a2	NM_001127642
Pim2	NM_001172103
Otud5	NM_001037496
Kcnd1	NM_001105748
Gripap1	NM_053807
Tfe3	NM_001271227
Ccdc120	NM_001191729
Praf2	NM_001109013
Wdr45	NM_001013958
Gpkow	NM_001109381
Magix	NM_001014109
Plp2	NM_207601
Prickle3	NM_001014110
Syp	NM_012664
Cacna1f	NM_053701
Ccdc22	NM_001135837
Foxp3	NM_001108250
	NR_032285
	NR_032267
	NR_032741
	NR_037342
	NR_032108
	NR_032284
Clcn5	NM_017106
Akap4	NM_024402
Shroom4	NM_001191730
Bmp15	NM_021670
Smptb	NM_182818
LOC302576	NM_001013959
Mycs	NM_021837
Spin2a	NM_001127657_1
Spin2a	NM_001127657
Ubqln2	NM_001108251
RragB	NM_053972_1
Mageh1	NM_001013250
Usp51	NM_001108252
RragB	NM_053972
Gnl3l	NM_001081958
Fgd1	NM_001037546
Tsr2	NM_001115027
Wnk3	NM_001163607
Phf8	NM_001108253
	NR_031807
	NR_031855
Hsd17b10	NM_031682
Ribc1	NM_001007715
Smc1a	NM_031683
Iqsec2	NM_001277425
Iqsec2	NM_001277386
	NR_132118
Tspyl2	NM_001191618
Gpr173	NM_022255
Pfkfb1	NM_012621
Pfkfb1	NM_001271064
Pfkfb1	NM_001271063
Apex2	NM_001079892
Alas2	NM_013197
Cldn34a	NM_001109366
Shroom2	NM_001047893
Gpr143	NM_001106958
Clcn4	NM_022198
Mid1	NM_022927
Hccs	NM_001191732
Amelx	NM_001271074
Amelx	NM_001271076
Amelx	NM_001271077
Amelx	NM_001271075
Amelx	NM_001271078
Amelx	NM_001271073
Amelx	NM_019154
Msl3	NM_001014111
Frmpd4	NM_001106960
Prps2	NM_012634
Tlr7	NM_001097582
Tlr8	NM_001101009
Tmsb4x	NM_031136
Egfl6	NM_001108254
Tceanc	NM_001109015
Saxo1	NM_001014112
Rab9a	NM_053458
Trappc2	NM_001024965
Ofd1	NM_001106961
Gpm6b	NM_138846
Gemin8	NM_001007756
Glra2	NM_012568
Fancb	NM_001192003
Mospd2	NM_001134588
Asb9	NM_001191913
Asb11	NM_001106962
Piga	NM_001108816
Figf	NM_031761
Pir	NM_001009474
Bmx	NM_001109016
Ace2	NM_001012006
Tmem27	NM_020976
Car5b	NM_001005551
Ap1s2	NM_001127531
RGD1565844	NM_001108255
Grpr	NM_012706
Ctps2	NM_001034998
S100g	NM_012521
Syap1	NM_001004253
Txlng	NM_001037187
Rbbp7	NM_031816
Nhs	NM_001191733
Rai2	NM_001109316
Gja6	NM_019308
Rs1	NM_001104643
Ppef1	NM_001034935
Phka2	NM_001190994
Adgrg2	NM_001270872
Adgrg2	NM_181366
Adgrg2	NM_001270871
Pdha1	NM_001004072
Rps6ka3	NM_001192004
Eif1ax	NM_001106963
Sh3kbp1	NM_053360
RGD1562161	NM_001127568
Map7d2	NM_001289778
Cnksr2	NM_021686
Cnksr2	NM_001113366
Smpx	NM_053395
Mbtps2	NM_001035007
Sms	NM_001033899
Phex	NM_013004
Ptchd1	NM_001191734
RGD1559536	NM_001195484
Spink6	NM_001008874_2
Prdx4	NM_053512
Acot9	NM_001013960
Sat1	NM_001007667
Cldn34d	NM_001109402
LOC317456	NM_001047894
Tbl1x	NM_001106964
Cldn34e	NM_001109415
Prkx	NM_001033963
Pbsn	NM_019125
Obp1f	NM_138903
Pbsn	NM_019125_1
Ptges3l1	NM_001014272
Sts	NM_012661
Prrg1	NM_001191888
Mageb16	NM_001025013
Tmem47	NM_001109317
Dmd	NM_001005244
Dmd	NM_012698
Dmd	NM_001005246
Gk	NM_024381
LOC100363193	NM_001177824
RGD1565785	NM_001109318
Nr0b1	NM_053317
Mageb3	NM_001106965
Mageb7	NM_001109367
Il1rapl1	NM_177935
Mageb5	NM_001106946
Magebl1	NM_001128493
MGC114483	NM_001024880
Mageb4	NM_001177683
Mageb18	NM_001044246
Arx	NM_001100174
Pola1	NM_053479
Pcyt1b	NM_173151
Pdk3	NM_001106581
	NR_028321
LOC367830	NM_001037211
Zfx	NM_001109017
Eif2s3x	NM_001100542
Klhl15	NM_001108021
Apoo	NM_001199178
Maged1	NM_053409
Gspt2	NM_001109319
Arhgef9	NM_023957
Amer1	NM_001109320
Asb12	NM_001037367
Zc4h2	NM_001126374
Las1l	NM_001170590
Msn	NM_030863
	NR_031936
Vsig4	NM_001025004
Heph	NM_133304
Gpr165	NM_001106582
Pgr15l	NM_001106583
Ar	NM_012502
Ophn1	NM_001107848
Yipf6	NM_001025747
Stard8	NM_001107849
Efnb1	NM_017089
	NR_037364
Pja1	NM_001101006
Eda	NM_001305243
	NR_128705
